project,worktree_id,artifact_id,event_id,event_index,ts_ms,session_id,source_stream_id,prompt_index,path,artifact_type,module_anchor,operations,raw_mutation_rows,artifact_episode_ordinal,repeat_episode,validation_outcome,validation_associated
agentsight,b5bc34dabe6a,agentsight:a00001242,c5ac2d2b4a0ed9ea,45275,1783385430826,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,11,docs/agentpprof-paper/main-zh-v2.tex,paper/docs,docs,create,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00001240,dd5f15317086b3e2,45282,1783391356361,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,18,docs/agentpprof-paper/main.tex,paper/docs,docs,create,1,1,False,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,2c7a3ca2030470cf,45285,1783391447872,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,19,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,2,True,competing_supersede,False
agentsight,e58fce112c6e,agentsight:a00001246,1613ae6595663cab,45376,1783392765509,codex:019f3a71-d0e3-7ee0-a25d-76a4aa3367c8,d9282eb8aa28587f,3,bpf/test_codex_offsets,other,bpf,delete,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00001240,2112ea44dd14d244,45407,1783392959973,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,23,docs/agentpprof-paper/main.tex,paper/docs,docs,create,1,3,True,competing_supersede,False
agentsight,e58fce112c6e,agentsight:a00001248,7c91aff4c808db6e,45504,1783393648069,codex:019f3a71-d0e3-7ee0-a25d-76a4aa3367c8,d9282eb8aa28587f,3,bpf/test_codex_offsets,other,bpf,delete,1,1,False,observed_validation,True
agentsight,e58fce112c6e,agentsight:a00001249,7c91aff4c808db6e,45504,1783393648069,codex:019f3a71-d0e3-7ee0-a25d-76a4aa3367c8,d9282eb8aa28587f,3,collector/agentsight-20260706-200649.db,other,collector,delete,1,1,False,observed_validation,True
agentsight,e58fce112c6e,agentsight:a00001250,924530c0a6a43244,45510,1783393670459,codex:019f3a71-d0e3-7ee0-a25d-76a4aa3367c8,d9282eb8aa28587f,3,collector/vendor/frontend/dist/_next/static/agentsight-65b10d4a6568d241,other,collector,delete,1,1,False,observed_validation,True
agentsight,e58fce112c6e,agentsight:a00001251,924530c0a6a43244,45510,1783393670459,codex:019f3a71-d0e3-7ee0-a25d-76a4aa3367c8,d9282eb8aa28587f,3,collector/vendor/frontend/dist/_next/static/chunks/app/layout-f5fd23fd61536b4f.js,code,collector,delete,1,1,False,observed_validation,True
agentsight,e58fce112c6e,agentsight:a00001252,924530c0a6a43244,45510,1783393670459,codex:019f3a71-d0e3-7ee0-a25d-76a4aa3367c8,d9282eb8aa28587f,3,collector/vendor/frontend/dist/_next/static/chunks/app/page-6c88f1efbb2b2b48.js,code,collector,delete,1,1,False,observed_validation,True
agentsight,e58fce112c6e,agentsight:a00001253,924530c0a6a43244,45510,1783393670459,codex:019f3a71-d0e3-7ee0-a25d-76a4aa3367c8,d9282eb8aa28587f,3,collector/vendor/frontend/dist/_next/static/chunks/main-app-fe6da39e771bd916.js,code,collector,delete,1,1,False,observed_validation,True
agentsight,e58fce112c6e,agentsight:a00001254,924530c0a6a43244,45510,1783393670459,codex:019f3a71-d0e3-7ee0-a25d-76a4aa3367c8,d9282eb8aa28587f,3,collector/vendor/frontend/dist/cache,other,collector,delete,1,1,False,observed_validation,True
agentsight,e58fce112c6e,agentsight:a00001255,086e79bbcdf5d4b8,45512,1783393688396,codex:019f3a71-d0e3-7ee0-a25d-76a4aa3367c8,d9282eb8aa28587f,3,collector/agentsight-20260706-200755.db,other,collector,delete,1,1,False,observed_validation,True
agentsight,e58fce112c6e,agentsight:a00001256,5753e9b7a7ac04a6,45516,1783393719416,codex:019f3a71-d0e3-7ee0-a25d-76a4aa3367c8,d9282eb8aa28587f,3,bpf/test_codex_offsets,other,bpf,delete,1,1,False,observed_validation,True
agentsight,e58fce112c6e,agentsight:a00001257,8759bbf5b30eba10,45519,1783393723649,codex:019f3a71-d0e3-7ee0-a25d-76a4aa3367c8,d9282eb8aa28587f,3,collector/agentsight-20260706-200755.db-shm,other,collector,delete,1,1,False,observed_validation,True
agentsight,e58fce112c6e,agentsight:a00001258,8759bbf5b30eba10,45519,1783393723649,codex:019f3a71-d0e3-7ee0-a25d-76a4aa3367c8,d9282eb8aa28587f,3,collector/agentsight-20260706-200755.db-wal,other,collector,delete,1,1,False,observed_validation,True
agentsight,e58fce112c6e,agentsight:a00001259,50158763fa995da1,45535,1783393799016,codex:019f3a71-d0e3-7ee0-a25d-76a4aa3367c8,d9282eb8aa28587f,3,bpf/test_codex_offsets,other,bpf,delete,1,1,False,observed_validation,True
agentsight,e58fce112c6e,agentsight:a00001260,4b511975031d597a,45595,1783394187267,codex:019f3a71-d0e3-7ee0-a25d-76a4aa3367c8,d9282eb8aa28587f,3,bpf/test_codex_offsets,other,bpf,delete,1,1,False,observed_validation,True
agentsight,e58fce112c6e,agentsight:a00001261,d174d1f4e9fde420,45597,1783394205466,codex:019f3a71-d0e3-7ee0-a25d-76a4aa3367c8,d9282eb8aa28587f,3,collector/agentsight-20260706-201631.db,other,collector,delete,1,1,False,observed_validation,True
agentsight,e58fce112c6e,agentsight:a00001262,d174d1f4e9fde420,45597,1783394205466,codex:019f3a71-d0e3-7ee0-a25d-76a4aa3367c8,d9282eb8aa28587f,3,collector/agentsight-20260706-201631.db-shm,other,collector,delete,1,1,False,observed_validation,True
agentsight,e58fce112c6e,agentsight:a00001263,d174d1f4e9fde420,45597,1783394205466,codex:019f3a71-d0e3-7ee0-a25d-76a4aa3367c8,d9282eb8aa28587f,3,collector/agentsight-20260706-201631.db-wal,other,collector,delete,1,1,False,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00001240,558a93506448c334,45632,1783401063300,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,28,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,4,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,ad57d9ab75e466ca,45633,1783401069827,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,28,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,5,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,03140daebb06ddb0,45634,1783401073726,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,28,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,6,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,4a62c67fab4ea431,45635,1783401080903,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,28,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,7,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,f82c6dc052bdfdf9,45636,1783401114340,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,28,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,8,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,c580946a73de9f87,45640,1783401715102,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,32,docs/agentpprof-paper/main.tex,paper/docs,docs,create,1,9,True,observed_validation,True
agentsight,b5bc34dabe6a,agentsight:a00001240,ac1bc68828d02145,45690,1783402472144,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,40,docs/agentpprof-paper/main.tex,paper/docs,docs,create,1,10,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,c274ae86a2d4387d,45717,1783402870417,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,43,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,11,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,a0f8e9764539b78e,45719,1783402887579,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,43,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,12,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,bdd98375ed65e480,45724,1783402914617,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,43,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,13,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,84e7cd39ed56fdc0,45725,1783402941454,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,43,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,14,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,3ec006a4cd48ac2f,45727,1783402976832,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,44,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,15,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,c09dd36c975024c0,45728,1783402985348,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,45,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,16,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,6449b079bdd3dbcd,45729,1783402990576,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,45,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,17,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,4ca937ce5da10b51,45730,1783402999264,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,45,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,18,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,6b7ab61bd6abe9b5,45733,1783403587367,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,61,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,19,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,66e017e68a79fb37,45734,1783403618671,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,61,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,20,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,0aa8006016740e1b,45735,1783403631470,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,61,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,21,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,9660f1188d40d83f,45736,1783403644776,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,62,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,22,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,71a09f755ac6b290,45781,1783403868300,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,70,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,23,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,ca5a38e3e1305470,45786,1783403900799,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,72,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,24,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,6b0556fe334c258a,45788,1783403913069,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,72,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,25,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,42b7cdade423ad0f,45791,1783403925328,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,73,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,26,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,d9ce41cb919ced55,45793,1783403932430,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,73,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,27,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,92c558ffb24b3a91,45794,1783403938797,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,73,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,28,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,98bdae7a537c0e8b,45796,1783403943632,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,73,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,29,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,37dc43f225c7ca91,45798,1783403949257,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,73,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,30,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,01912550ab036156,45799,1783403961992,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,73,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,31,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,447555ac30ae14c5,45800,1783403970662,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,73,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,32,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,0d171c1adfaa005a,45801,1783403984038,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,74,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,33,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,78f6cb4649d2588c,45802,1783404000273,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,74,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,34,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,3d21024062f2e25d,45803,1783404019243,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,74,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,35,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,1bf8d83a29f8cf78,45804,1783404029711,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,75,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,36,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,ca22500639bd78b7,45805,1783404035259,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,75,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,37,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,5f18f5613a6a3ee8,45814,1783404209861,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,80,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,38,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,a8291042e8b40359,45815,1783404218659,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,80,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,39,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,38c62092530d1b5a,45816,1783404230041,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,80,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,40,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,50b05d8c12ced06e,45817,1783404239539,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,81,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,41,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,2964af1272c3aea0,45818,1783404250745,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,81,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,42,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,e36ac418ad12decc,45819,1783404257222,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,81,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,43,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,5ac4121ccd80fb47,45830,1783404386788,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,83,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,44,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,dd7d6f4887487d71,45833,1783404400964,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,83,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,45,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,3ac517a38015d614,45835,1783404411681,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,83,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,46,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,d00c35aa192543c9,45836,1783404420343,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,83,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,47,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,1ed61a0a664ce7a2,45837,1783404428732,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,83,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,48,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,cfd29683ba0f0da1,45848,1783404557444,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,85,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,49,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,5c16228bc4e904a7,45849,1783404562523,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,85,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,50,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,347d1ac44afa3234,45850,1783404573857,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,85,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,51,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,f271814a360d5bc6,45851,1783404578761,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,85,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,52,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,2f3e779060b5eb93,45852,1783404583413,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,85,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,53,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,29c268a10c182766,45853,1783404588809,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,85,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,54,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,3427927553536f71,45854,1783404594482,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,85,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,55,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,9c30416dc0a220eb,45855,1783404599193,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,85,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,56,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,897787b8155d8163,45859,1783404625672,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,85,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,57,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,bfbbf5f87377323c,45860,1783404634326,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,85,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,58,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,4a49c7173a12ac3d,45862,1783404646167,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,85,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,59,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,d5b57972469ec0e3,45864,1783404657458,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,85,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,60,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,d40a4584a892279d,45866,1783404672882,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,85,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,61,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,921145699e25819d,45867,1783404682917,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,8f3588cdd4a23239,85,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,62,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,64355d2c20f287db,45881,1783406110269,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,8,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,63,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,695e893d2018df58,45882,1783406113394,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,8,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,64,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,955813a504e9c5ff,45885,1783406175689,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,8,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,65,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,3fec6c0680f94406,45886,1783406194424,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,8,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,66,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,ee52f97655d76239,45887,1783406201238,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,8,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,67,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,f0d0438dd5b6c1f3,45888,1783406231929,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,8,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,68,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,e6601a3fe1210a7b,45897,1783406351644,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,10,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,69,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,d26346ccdaa3c6af,45898,1783406354148,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,10,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,70,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,3fd9b5517af89d28,45899,1783406386051,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,10,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,71,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,d1f746ef87b6be41,45902,1783406399052,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,10,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,72,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,4d92fa79c51e7a76,45903,1783406404738,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,10,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,73,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,4c8b0e26edaa4d05,45905,1783406415793,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,10,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,74,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,32ea15daaf478979,45906,1783406417683,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,10,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,75,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,a8b47e067f3de243,45919,1783406600934,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,12,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,76,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,5949f0cba4b85574,45920,1783406605294,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,12,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,77,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,98baa3132777306a,45921,1783406609470,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,12,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,78,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,b7f06a29ac67da21,45924,1783406623777,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,12,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,79,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,6d3a6053e0b01008,45925,1783406632405,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,12,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,80,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,9a2c6d3558f4ff1b,45932,1783406810839,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,19,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,81,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,491835a4d9b5780a,45936,1783406902662,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,19,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,82,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,ff7ad73b6ecd23b9,45937,1783406942750,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,19,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,83,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,a57904a9961f046b,45941,1783406983839,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,19,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,84,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,ea745c47ba2144ee,45949,1783407118510,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,21,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,85,True,competing_supersede,False
agentsight,b5bc34dabe6a,agentsight:a00001240,b7e8b19d9d703aa9,45950,1783407120610,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,21,docs/agentpprof-paper/main.tex,paper/docs,docs,write,1,86,True,competing_supersede,False
