id,project,family,template,method,repetition,status,answer,expected,original_frozen_expected,correct,wrong,scoreable,cell_terminal_status,question_spec_sha256
bpf-developer-tutorial-C1,bpf-developer-tutorial,C,C1,raw_model,2,abstain,,7,6,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-C2,bpf-developer-tutorial,C,C2,raw_model,2,abstain,,8,7,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-C3,bpf-developer-tutorial,C,C3,raw_model,2,abstain,,0,0,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-C4,bpf-developer-tutorial,C,C4,raw_model,2,abstain,,0,0,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-C5,bpf-developer-tutorial,C,C5,raw_model,2,abstain,,22,17,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-D1,bpf-developer-tutorial,D,D1,raw_model,2,abstain,,tracked,tracked,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-D2,bpf-developer-tutorial,D,D2,raw_model,2,abstain,,tracked,tracked,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-D3,bpf-developer-tutorial,D,D3,raw_model,2,abstain,,tracked,tracked,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-D4,bpf-developer-tutorial,D,D4,raw_model,2,abstain,,tracked,tracked,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-D5,bpf-developer-tutorial,D,D5,raw_model,2,abstain,,tracked,tracked,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-A1,bpf-developer-tutorial,A,A1,raw_model,3,abstain,,217,214,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-A2,bpf-developer-tutorial,A,A2,raw_model,3,abstain,,35,33,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-A3,bpf-developer-tutorial,A,A3,raw_model,3,abstain,,39,42,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-A4,bpf-developer-tutorial,A,A4,raw_model,3,abstain,,6,5,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-A5,bpf-developer-tutorial,A,A5,raw_model,3,abstain,,1,0,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-B1,bpf-developer-tutorial,B,B1,raw_model,3,abstain,,14,14,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-B2,bpf-developer-tutorial,B,B2,raw_model,3,abstain,,5,5,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-B3,bpf-developer-tutorial,B,B3,raw_model,3,abstain,,9,9,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-B4,bpf-developer-tutorial,B,B4,raw_model,3,abstain,,mutate,mutate,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-B5,bpf-developer-tutorial,B,B5,raw_model,3,abstain,,1,1,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-C1,bpf-developer-tutorial,C,C1,raw_model,3,abstain,,7,6,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-C2,bpf-developer-tutorial,C,C2,raw_model,3,abstain,,8,7,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-C3,bpf-developer-tutorial,C,C3,raw_model,3,abstain,,0,0,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-C4,bpf-developer-tutorial,C,C4,raw_model,3,abstain,,0,0,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-C5,bpf-developer-tutorial,C,C5,raw_model,3,abstain,,22,17,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-D1,bpf-developer-tutorial,D,D1,raw_model,3,abstain,,tracked,tracked,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-D2,bpf-developer-tutorial,D,D2,raw_model,3,abstain,,tracked,tracked,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-D3,bpf-developer-tutorial,D,D3,raw_model,3,abstain,,tracked,tracked,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-D4,bpf-developer-tutorial,D,D4,raw_model,3,abstain,,tracked,tracked,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
bpf-developer-tutorial-D5,bpf-developer-tutorial,D,D5,raw_model,3,abstain,,tracked,tracked,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-A1,eunomia.dev,A,A1,raw_model,1,answer,481,229,225,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-A2,eunomia.dev,A,A2,raw_model,1,answer,180,212,268,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-A3,eunomia.dev,A,A3,raw_model,1,answer,21,103,102,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-A4,eunomia.dev,A,A4,raw_model,1,answer,4,4,4,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-A5,eunomia.dev,A,A5,raw_model,1,answer,2,3,3,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-B1,eunomia.dev,B,B1,raw_model,1,answer,42,43,43,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-B2,eunomia.dev,B,B2,raw_model,1,answer,31,32,32,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-B3,eunomia.dev,B,B3,raw_model,1,answer,11,11,11,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-B4,eunomia.dev,B,B4,raw_model,1,answer,read,read,read,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-B5,eunomia.dev,B,B5,raw_model,1,answer,2,2,2,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-C1,eunomia.dev,C,C1,raw_model,1,answer,2,1,1,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-C2,eunomia.dev,C,C2,raw_model,1,answer,7,5,5,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-C3,eunomia.dev,C,C3,raw_model,1,answer,1,1,1,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-C4,eunomia.dev,C,C4,raw_model,1,answer,2,2,2,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-C5,eunomia.dev,C,C5,raw_model,1,answer,16,17,17,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-D1,eunomia.dev,D,D1,raw_model,1,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-D2,eunomia.dev,D,D2,raw_model,1,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-D3,eunomia.dev,D,D3,raw_model,1,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-D4,eunomia.dev,D,D4,raw_model,1,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-D5,eunomia.dev,D,D5,raw_model,1,answer,untracked,untracked,untracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-A1,eunomia.dev,A,A1,raw_model,2,answer,540,229,225,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-A2,eunomia.dev,A,A2,raw_model,2,answer,212,212,268,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-A3,eunomia.dev,A,A3,raw_model,2,answer,25,103,102,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-A4,eunomia.dev,A,A4,raw_model,2,answer,4,4,4,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-A5,eunomia.dev,A,A5,raw_model,2,answer,3,3,3,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-B1,eunomia.dev,B,B1,raw_model,2,answer,43,43,43,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-B2,eunomia.dev,B,B2,raw_model,2,answer,31,32,32,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-B3,eunomia.dev,B,B3,raw_model,2,answer,12,11,11,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-B4,eunomia.dev,B,B4,raw_model,2,answer,read,read,read,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-B5,eunomia.dev,B,B5,raw_model,2,answer,2,2,2,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-C1,eunomia.dev,C,C1,raw_model,2,answer,3,1,1,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-C2,eunomia.dev,C,C2,raw_model,2,abstain,,5,5,0,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-C3,eunomia.dev,C,C3,raw_model,2,answer,1,1,1,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-C4,eunomia.dev,C,C4,raw_model,2,answer,2,2,2,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-C5,eunomia.dev,C,C5,raw_model,2,abstain,,17,17,0,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-D1,eunomia.dev,D,D1,raw_model,2,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-D2,eunomia.dev,D,D2,raw_model,2,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-D3,eunomia.dev,D,D3,raw_model,2,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-D4,eunomia.dev,D,D4,raw_model,2,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-D5,eunomia.dev,D,D5,raw_model,2,answer,untracked,untracked,untracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-A1,eunomia.dev,A,A1,raw_model,3,answer,532,229,225,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-A2,eunomia.dev,A,A2,raw_model,3,answer,212,212,268,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-A3,eunomia.dev,A,A3,raw_model,3,answer,28,103,102,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-A4,eunomia.dev,A,A4,raw_model,3,answer,4,4,4,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-A5,eunomia.dev,A,A5,raw_model,3,answer,3,3,3,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-B1,eunomia.dev,B,B1,raw_model,3,answer,43,43,43,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-B2,eunomia.dev,B,B2,raw_model,3,answer,32,32,32,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-B3,eunomia.dev,B,B3,raw_model,3,answer,11,11,11,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-B4,eunomia.dev,B,B4,raw_model,3,answer,read,read,read,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-B5,eunomia.dev,B,B5,raw_model,3,answer,2,2,2,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-C1,eunomia.dev,C,C1,raw_model,3,abstain,,1,1,0,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-C2,eunomia.dev,C,C2,raw_model,3,abstain,,5,5,0,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-C3,eunomia.dev,C,C3,raw_model,3,answer,1,1,1,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-C4,eunomia.dev,C,C4,raw_model,3,answer,2,2,2,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-C5,eunomia.dev,C,C5,raw_model,3,abstain,,17,17,0,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-D1,eunomia.dev,D,D1,raw_model,3,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-D2,eunomia.dev,D,D2,raw_model,3,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-D3,eunomia.dev,D,D3,raw_model,3,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-D4,eunomia.dev,D,D4,raw_model,3,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
eunomia.dev-D5,eunomia.dev,D,D5,raw_model,3,answer,untracked,untracked,untracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-A1,agentskill-observability-paper,A,A1,raw_model,1,abstain,,165,165,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-A2,agentskill-observability-paper,A,A2,raw_model,1,abstain,,140,234,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-A3,agentskill-observability-paper,A,A3,raw_model,1,abstain,,0,0,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-A4,agentskill-observability-paper,A,A4,raw_model,1,abstain,,3,3,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-A5,agentskill-observability-paper,A,A5,raw_model,1,abstain,,0,0,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-B1,agentskill-observability-paper,B,B1,raw_model,1,abstain,,237,237,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-B2,agentskill-observability-paper,B,B2,raw_model,1,abstain,,125,125,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-B3,agentskill-observability-paper,B,B3,raw_model,1,abstain,,112,112,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-B4,agentskill-observability-paper,B,B4,raw_model,1,abstain,,read,read,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-B5,agentskill-observability-paper,B,B5,raw_model,1,abstain,,10,10,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-C1,agentskill-observability-paper,C,C1,raw_model,1,abstain,,8,8,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-C2,agentskill-observability-paper,C,C2,raw_model,1,abstain,,9,9,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-C3,agentskill-observability-paper,C,C3,raw_model,1,abstain,,1,1,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-C4,agentskill-observability-paper,C,C4,raw_model,1,abstain,,11,11,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-C5,agentskill-observability-paper,C,C5,raw_model,1,abstain,,2,2,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-D1,agentskill-observability-paper,D,D1,raw_model,1,abstain,,tracked,tracked,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-D2,agentskill-observability-paper,D,D2,raw_model,1,abstain,,tracked,tracked,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-D3,agentskill-observability-paper,D,D3,raw_model,1,abstain,,tracked,tracked,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-D4,agentskill-observability-paper,D,D4,raw_model,1,abstain,,tracked,tracked,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-D5,agentskill-observability-paper,D,D5,raw_model,1,abstain,,tracked,tracked,0,0,0,boundary_violation:tool_result_byte_cap,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-A1,agentskill-observability-paper,A,A1,raw_model,2,answer,199,165,165,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-A2,agentskill-observability-paper,A,A2,raw_model,2,answer,140,140,234,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-A3,agentskill-observability-paper,A,A3,raw_model,2,answer,0,0,0,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-A4,agentskill-observability-paper,A,A4,raw_model,2,answer,3,3,3,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-A5,agentskill-observability-paper,A,A5,raw_model,2,answer,0,0,0,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-B1,agentskill-observability-paper,B,B1,raw_model,2,answer,237,237,237,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-B2,agentskill-observability-paper,B,B2,raw_model,2,answer,125,125,125,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-B3,agentskill-observability-paper,B,B3,raw_model,2,answer,112,112,112,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-B4,agentskill-observability-paper,B,B4,raw_model,2,answer,read,read,read,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-B5,agentskill-observability-paper,B,B5,raw_model,2,answer,10,10,10,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-C1,agentskill-observability-paper,C,C1,raw_model,2,answer,8,8,8,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-C2,agentskill-observability-paper,C,C2,raw_model,2,answer,9,9,9,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-C3,agentskill-observability-paper,C,C3,raw_model,2,answer,1,1,1,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-C4,agentskill-observability-paper,C,C4,raw_model,2,answer,11,11,11,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-C5,agentskill-observability-paper,C,C5,raw_model,2,answer,2,2,2,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-D1,agentskill-observability-paper,D,D1,raw_model,2,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-D2,agentskill-observability-paper,D,D2,raw_model,2,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-D3,agentskill-observability-paper,D,D3,raw_model,2,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-D4,agentskill-observability-paper,D,D4,raw_model,2,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-D5,agentskill-observability-paper,D,D5,raw_model,2,answer,tracked,tracked,tracked,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-A1,agentskill-observability-paper,A,A1,raw_model,3,answer,199,165,165,0,1,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-A2,agentskill-observability-paper,A,A2,raw_model,3,answer,140,140,234,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-A3,agentskill-observability-paper,A,A3,raw_model,3,answer,0,0,0,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-A4,agentskill-observability-paper,A,A4,raw_model,3,answer,3,3,3,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-A5,agentskill-observability-paper,A,A5,raw_model,3,answer,0,0,0,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-B1,agentskill-observability-paper,B,B1,raw_model,3,answer,237,237,237,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-B2,agentskill-observability-paper,B,B2,raw_model,3,answer,125,125,125,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-B3,agentskill-observability-paper,B,B3,raw_model,3,answer,112,112,112,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-B4,agentskill-observability-paper,B,B4,raw_model,3,answer,read,read,read,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-B5,agentskill-observability-paper,B,B5,raw_model,3,answer,10,10,10,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
agentskill-observability-paper-C1,agentskill-observability-paper,C,C1,raw_model,3,answer,8,8,8,1,0,1,complete,484d1c9af3b07511d2c0892166110387642d889f88b80bfc6927a7dc324de83e
