stratum_type,project,vendor,command_name,calls,share_of_shell_calls
vendor,ALL,codex,ACTPLANE_POLICY_BENCH_ROUNDS=50,1,9.087852267873533e-06
vendor,ALL,codex,ACTPLANE_REBUILD_BPF=1,203,0.0018448340103783274
vendor,ALL,codex,ACTPLANE_SKIP_BUILD=1,29,0.00026354771576833245
vendor,ALL,codex,AGENTSIGHT_AGENT_CANARY_BUILD=0,5,4.5439261339367664e-05
vendor,ALL,codex,AGENTSIGHT_AGENT_CANARY_REAL_AGENT=1,2,1.8175704535747066e-05
vendor,ALL,codex,AGENTSIGHT_REAL_CLAUDE_SMOKE=1,18,0.0001635813408217236
vendor,ALL,codex,AGENTSIGHT_REAL_CLAUDE_TOOL_SMOKE=1,13,0.00011814207948235594
vendor,ALL,codex,AGENTSIGHT_REAL_CLI_SMOKE=1,6,5.4527113607241204e-05
vendor,ALL,codex,AGENTSIGHT_REAL_GEMINI_SMOKE=1,14,0.00012722993175022946
vendor,ALL,codex,AGENTSIGHT_REAL_OPENCLAW_SMOKE=1,2,1.8175704535747066e-05
vendor,ALL,codex,AGENTSIGHT_SYNC_VENDOR=1,17,0.00015449348855385006
vendor,ALL,codex,ActPlane --json body --jq .body);,1,9.087852267873533e-06
vendor,ALL,codex,"ActPlane,yield_time_ms:10000}",1,9.087852267873533e-06
vendor,ALL,codex,ActPlane;,1,9.087852267873533e-06
vendor,ALL,codex,BASE=$(git,12,0.00010905422721448241
vendor,ALL,codex,BASE=36ca9c6a60a52cbcf5d5b91af5996224d8a81395,1,9.087852267873533e-06
vendor,ALL,codex,CARGO_LOG=cargo::core::workspace=trace,1,9.087852267873533e-06
vendor,ALL,codex,CID=$(docker,53,0.0004816561701972973
vendor,ALL,codex,CUDA_VISIBLE_DEVICES=0,1,9.087852267873533e-06
vendor,ALL,codex,DEEPSEEK_MODEL=deepseek-v4-flash,1,9.087852267873533e-06
vendor,ALL,codex,DEEPSEEK_MODEL=deepseek-v4-pro,1,9.087852267873533e-06
vendor,ALL,codex,DRY_RUN=true,5,4.5439261339367664e-05
vendor,ALL,codex,GIT_EDITOR=true,1,9.087852267873533e-06
vendor,ALL,codex,GIT_TERMINAL_PROMPT=0,2,1.8175704535747066e-05
vendor,ALL,codex,GIT_TRACE=1,4,3.635140907149413e-05
vendor,ALL,codex,GLM_API_KEY=${GLM_API_KEY:-e312f55a7ed446829833058634846d06.RnnbxPW6Ei2f0nVP},1,9.087852267873533e-06
vendor,ALL,codex,GLM_API_KEY=dummy,1,9.087852267873533e-06
vendor,ALL,codex,GLM_API_KEY=e312f55a7ed446829833058634846d06.RnnbxPW6Ei2f0nVP,37,0.0003362505339113207
vendor,ALL,codex,HOME=$(mktemp,1,9.087852267873533e-06
vendor,ALL,codex,HOME=$HOME,70,0.0006361496587511473
vendor,ALL,codex,HOST_USER_SITE=$(python3,2,1.8175704535747066e-05
vendor,ALL,codex,INT,5,4.5439261339367664e-05
vendor,ALL,codex,LC_ALL=C,10,9.087852267873533e-05
vendor,ALL,codex,LLAMA_ARG_DEVICE=0,1,9.087852267873533e-06
vendor,ALL,codex,NEXT_TELEMETRY_DISABLED=1,6,5.4527113607241204e-05
vendor,ALL,codex,NODE_BIN=$(command,1,9.087852267873533e-06
vendor,ALL,codex,NODE_ENV=development,4,3.635140907149413e-05
vendor,ALL,codex,OLD=$(ss,8,7.270281814298826e-05
vendor,ALL,codex,OPENAI_API_KEY=dummy,16,0.00014540563628597653
vendor,ALL,codex,ORG=eunomia-bpf,4,3.635140907149413e-05
vendor,ALL,codex,OctoBench -g '*.py' | head -n 60:},1,9.087852267873533e-06
vendor,ALL,codex,P=$(pgrep,1,9.087852267873533e-06
vendor,ALL,codex,PATH=$PATH,10,9.087852267873533e-05
vendor,ALL,codex,PORT=3001,3,2.7263556803620602e-05
vendor,ALL,codex,PORT=3002,3,2.7263556803620602e-05
vendor,ALL,codex,PORT=4173,1,9.087852267873533e-06
vendor,ALL,codex,PORT=46102,1,9.087852267873533e-06
vendor,ALL,codex,PR_NODE=$(gh,3,2.7263556803620602e-05
vendor,ALL,codex,PUBLISH_COUNT=1,1,9.087852267873533e-06
vendor,ALL,codex,PYTHONDONTWRITEBYTECODE=1,80,0.0007270281814298826
vendor,ALL,codex,PYTHONPATH=agentflame,31,0.0002817234203040795
vendor,ALL,codex,PYTHONPATH=script,47,0.0004271290565900561
vendor,ALL,codex,PYTHONPATH=src,1,9.087852267873533e-06
vendor,ALL,codex,PYTHONUNBUFFERED=1,32,0.00029081127257195305
vendor,ALL,codex,Qwen.Qwen3.6-27B.f16.gguf.Q4_K_M.gguf,1,9.087852267873533e-06
vendor,ALL,codex,R160_CACHED_SECONDS=%e,1,9.087852267873533e-06
vendor,ALL,codex,R160_CLEAN_SECONDS=%e,1,9.087852267873533e-06
vendor,ALL,codex,R160_FIXED_CACHED_SECONDS=%e,1,9.087852267873533e-06
vendor,ALL,codex,R160_FIXED_CLEAN_SECONDS=%e,1,9.087852267873533e-06
vendor,ALL,codex,RUN=$(find,1,9.087852267873533e-06
vendor,ALL,codex,RUSTFLAGS=-D warnings,3,2.7263556803620602e-05
vendor,ALL,codex,RUST_BACKTRACE=1,2,1.8175704535747066e-05
vendor,ALL,codex,SESSION_ARGS=(,3,2.7263556803620602e-05
vendor,ALL,codex,TMP=$(mktemp,1,9.087852267873533e-06
vendor,ALL,codex,TMPDIR_REAL=$(cat,12,0.00010905422721448241
vendor,ALL,codex,TMP_HOME=$(mktemp,1,9.087852267873533e-06
vendor,ALL,codex,Vancouver,1,9.087852267873533e-06
vendor,ALL,codex,a=$(find,1,9.087852267873533e-06
vendor,ALL,codex,actionlint,4,3.635140907149413e-05
vendor,ALL,codex,actplane,169,0.001535847033270627
vendor,ALL,codex,actplane-5.10-report.fDuC1z;,1,9.087852267873533e-06
vendor,ALL,codex,actplane-benchmark-aws_lazy_validator_001-20260603T184109Z;,3,2.7263556803620602e-05
vendor,ALL,codex,actplane-codex-home,1,9.087852267873533e-06
vendor,ALL,codex,actplane-codex-home-home,2,1.8175704535747066e-05
vendor,ALL,codex,actplane-cow-smoke-$$,1,9.087852267873533e-06
vendor,ALL,codex,actplane-docker-api-smoke,3,2.7263556803620602e-05
vendor,ALL,codex,actplane-dumpcfg,1,9.087852267873533e-06
vendor,ALL,codex,actplane-e3e4.yaml;,4,3.635140907149413e-05
vendor,ALL,codex,actplane-f0c9225df69778f2,4,3.635140907149413e-05
vendor,ALL,codex,actplane-glibc231,17,0.00015449348855385006
vendor,ALL,codex,actplane-install-test-$(date,1,9.087852267873533e-06
vendor,ALL,codex,actplane-isolated-20260603T184102Z;,2,1.8175704535747066e-05
vendor,ALL,codex,actplane-master.cYlBeq;,3,2.7263556803620602e-05
vendor,ALL,codex,actplane-min-$(date,1,9.087852267873533e-06
vendor,ALL,codex,actplane-minbash-$(date,1,9.087852267873533e-06
vendor,ALL,codex,actplane-minbash2-$(date,1,9.087852267873533e-06
vendor,ALL,codex,actplane-papertext;,1,9.087852267873533e-06
vendor,ALL,codex,actplane;,2,1.8175704535747066e-05
vendor,ALL,codex,agent-workloads,14,0.00012722993175022946
vendor,ALL,codex,agentflame,3,2.7263556803620602e-05
vendor,ALL,codex,agentpprof,35,0.00031807482937557365
vendor,ALL,codex,agentpprof-c3ba517abd285254,3,2.7263556803620602e-05
vendor,ALL,codex,agentpprof-candidate-scan,1,9.087852267873533e-06
vendor,ALL,codex,agentpprof-workspace-scan,1,9.087852267873533e-06
vendor,ALL,codex,agentprof,3,2.7263556803620602e-05
vendor,ALL,codex,agentsight,294,0.0026718285667548186
vendor,ALL,codex,agentsight from the current AgentSight source docs.nn## Validationnn1. make -n sync-external-docsn2. npm run generate:content-artifacts from appn3. git diff --checknn## NotesnnAgentSight repo should trigger trigger-document-sync through repository_dispatch. The eunomia.dev side now always performs a full external docs sync when that event arrives.,1,9.087852267873533e-06
vendor,ALL,codex,"agentsight,yield_time_ms:1000}",2,1.8175704535747066e-05
vendor,ALL,codex,agentsight-agent-session-package-fix,1,9.087852267873533e-06
vendor,ALL,codex,agentsight-agentpprof-review-target,2,1.8175704535747066e-05
vendor,ALL,codex,agentsight-claude-tool-debug-$(date,1,9.087852267873533e-06
vendor,ALL,codex,agentsight-codex-raw.$RANDOM,1,9.087852267873533e-06
vendor,ALL,codex,agentsight-gemini-debug-1779851246,2,1.8175704535747066e-05
vendor,ALL,codex,agentsight-home.2uKPzH,1,9.087852267873533e-06
vendor,ALL,codex,agentsight-k3s.yaml,15,0.000136317784018103
vendor,ALL,codex,agentsight-latest-smoke,7,6.361496587511473e-05
vendor,ALL,codex,agentsight-raw-ssl-http.log,1,9.087852267873533e-06
vendor,ALL,codex,agentsight-research-semantic-flamegraph,23,0.00020902060216109128
vendor,ALL,codex,agentsight-research-semantic-flamegraph;,18,0.0001635813408217236
vendor,ALL,codex,agentsight-review-44f7087af,2,1.8175704535747066e-05
vendor,ALL,codex,agentsight-review-44f7087af-rust197,1,9.087852267873533e-06
vendor,ALL,codex,agentsight-review-target,5,4.5439261339367664e-05
vendor,ALL,codex,agentsight-userflow,25,0.00022719630669683835
vendor,ALL,codex,aider,1,9.087852267873533e-06
vendor,ALL,codex,airscan-discover,1,9.087852267873533e-06
vendor,ALL,codex,analysis,3,2.7263556803620602e-05
vendor,ALL,codex,analyze_file(),1,9.087852267873533e-06
vendor,ALL,codex,analyze_file_robust(),1,9.087852267873533e-06
vendor,ALL,codex,ann=$(find,1,9.087852267873533e-06
vendor,ALL,codex,"ap-secret.env""nrule file-source:n  notify exec ""true"" if SECRETn  because ""file suffix source"";",4,3.635140907149413e-05
vendor,ALL,codex,ape-min-strace;,1,9.087852267873533e-06
vendor,ALL,codex,app,3,2.7263556803620602e-05
vendor,ALL,codex,apt-cache,4,3.635140907149413e-05
vendor,ALL,codex,arch=$(nvcc,1,9.087852267873533e-06
vendor,ALL,codex,archive=$(find,1,9.087852267873533e-06
vendor,ALL,codex,aspell,4,3.635140907149413e-05
vendor,ALL,codex,automation_schema_dir=$(mktemp,1,9.087852267873533e-06
vendor,ALL,codex,avahi-browse,3,2.7263556803620602e-05
vendor,ALL,codex,await,18,0.0001635813408217236
vendor,ALL,codex,awk,180,0.0016358134082172361
vendor,ALL,codex,b=$(find,20,0.00018175704535747066
vendor,ALL,codex,b=$(git,1,9.087852267873533e-06
vendor,ALL,codex,background-related-work.md,1,9.087852267873533e-06
vendor,ALL,codex,base=$(git,5,4.5439261339367664e-05
vendor,ALL,codex,base=4f9106a8dd91edd54815f5dccc73c2c54fdbe071,1,9.087852267873533e-06
vendor,ALL,codex,base=be8c0d3c0e782bf38818065beaa7ae08ad6d92b2,1,9.087852267873533e-06
vendor,ALL,codex,base=docs;,1,9.087852267873533e-06
vendor,ALL,codex,"base={""messages"":[{""role"":""user"",""content"":""probe""}],""reasoning_format"":""none"",""chat_template_kwargs"":{""enable_thinking"":false}};",1,9.087852267873533e-06
vendor,ALL,codex,base_ref=$(git,4,3.635140907149413e-05
vendor,ALL,codex,bash,150,0.00136317784018103
vendor,ALL,codex,bc,1,9.087852267873533e-06
vendor,ALL,codex,before=$(sha256sum,1,9.087852267873533e-06
vendor,ALL,codex,before=missing,3,2.7263556803620602e-05
vendor,ALL,codex,bfcl.jsonl,1,9.087852267873533e-06
vendor,ALL,codex,bibtex,5,4.5439261339367664e-05
vendor,ALL,codex,bin:$PATH,12,0.00010905422721448241
vendor,ALL,codex,black,2,1.8175704535747066e-05
vendor,ALL,codex,body=$(cat,6,5.4527113607241204e-05
vendor,ALL,codex,body=$(gh,1,9.087852267873533e-06
vendor,ALL,codex,body=$(gh pr view 24 --json body --jq .body);,6,5.4527113607241204e-05
vendor,ALL,codex,body=$(mktemp);,3,2.7263556803620602e-05
vendor,ALL,codex,body=$(printf,2,1.8175704535747066e-05
vendor,ALL,codex,body_file=$(mktemp),2,1.8175704535747066e-05
vendor,ALL,codex,body_file=$(mktemp);,1,9.087852267873533e-06
vendor,ALL,codex,bpftime,1,9.087852267873533e-06
vendor,ALL,codex,bpftime_tmp=$(mktemp,1,9.087852267873533e-06
vendor,ALL,codex,bpftool,32,0.00029081127257195305
vendor,ALL,codex,bpftool;,2,1.8175704535747066e-05
vendor,ALL,codex,bpftrace,18,0.0001635813408217236
vendor,ALL,codex,branch=$(git,3,2.7263556803620602e-05
vendor,ALL,codex,browser_profile=$(mktemp,2,1.8175704535747066e-05
vendor,ALL,codex,bun,1,9.087852267873533e-06
vendor,ALL,codex,bwrap,8,7.270281814298826e-05
vendor,ALL,codex,candidates=(,1,9.087852267873533e-06
vendor,ALL,codex,capture-mechanics,1,9.087852267873533e-06
vendor,ALL,codex,cargo,4194,0.0381144524114616
vendor,ALL,codex,cat,668,0.00607068531493952
vendor,ALL,codex,cbefff615c15f4de61bd0ffd1ce97d2e.json;,2,1.8175704535747066e-05
vendor,ALL,codex,cc,10,9.087852267873533e-05
vendor,ALL,codex,cd,160,0.0014540563628597653
vendor,ALL,codex,cffconvert,1,9.087852267873533e-06
vendor,ALL,codex,child=019e95a2-d24b-7411-b993-b214c3f0f85f;,1,9.087852267873533e-06
vendor,ALL,codex,child=019f4e0c-ace6-7790-b9f6-9f934ac4b84c;,1,9.087852267873533e-06
vendor,ALL,codex,chmod,37,0.0003362505339113207
vendor,ALL,codex,chown,10,9.087852267873533e-05
vendor,ALL,codex,chromium,21,0.0001908448976253442
vendor,ALL,codex,chromium-browser,2,1.8175704535747066e-05
vendor,ALL,codex,cid=$(docker,234,0.0021265574306824067
vendor,ALL,codex,clang,4,3.635140907149413e-05
vendor,ALL,codex,clang-format,3,2.7263556803620602e-05
vendor,ALL,codex,claude,226,0.0020538546125394184
vendor,ALL,codex,claude-sonnet-4.5_4runs_mini.tar.gz,2,1.8175704535747066e-05
vendor,ALL,codex,claude.exe;,1,9.087852267873533e-06
vendor,ALL,codex,claude;,5,4.5439261339367664e-05
vendor,ALL,codex,cloc,2,1.8175704535747066e-05
vendor,ALL,codex,cmake,6,5.4527113607241204e-05
vendor,ALL,codex,cmp,31,0.0002817234203040795
vendor,ALL,codex,codex,112,0.0010178394540018357
vendor,ALL,codex,codex-01441-raw-ssl,2,1.8175704535747066e-05
vendor,ALL,codex,codex-01445-layer-live;,1,9.087852267873533e-06
vendor,ALL,codex,codex-01445-plainprobe,1,9.087852267873533e-06
vendor,ALL,codex,codex-01445-tokioprobe,1,9.087852267873533e-06
vendor,ALL,codex,codex-01445-tree2;,1,9.087852267873533e-06
vendor,ALL,codex,codex-510-pr-smoke,1,9.087852267873533e-06
vendor,ALL,codex,codex-linux-x64,1,9.087852267873533e-06
vendor,ALL,codex,codex-real;,2,1.8175704535747066e-05
vendor,ALL,codex,codex.db;,2,1.8175704535747066e-05
vendor,ALL,codex,codex.debug,5,4.5439261339367664e-05
vendor,ALL,codex,codex.debuglink,1,9.087852267873533e-06
vendor,ALL,codex,codex;,1,9.087852267873533e-06
vendor,ALL,codex,codex_file=$(rg,1,9.087852267873533e-06
vendor,ALL,codex,coding-p2-perturbed,2,1.8175704535747066e-05
vendor,ALL,codex,column,2,1.8175704535747066e-05
vendor,ALL,codex,comm,6,5.4527113607241204e-05
vendor,ALL,codex,comment=$(cat,1,9.087852267873533e-06
vendor,ALL,codex,commit=$(cat,8,7.270281814298826e-05
vendor,ALL,codex,compute-sanitizer,2,1.8175704535747066e-05
vendor,ALL,codex,conditions,1,9.087852267873533e-06
vendor,ALL,codex,const,14267,0.1296563883057517
vendor,ALL,codex,container=agentsight-openclaw-attach-$$;,1,9.087852267873533e-06
vendor,ALL,codex,container=agentsight-openclaw-docs-$$;,1,9.087852267873533e-06
vendor,ALL,codex,containerd.sock,2,1.8175704535747066e-05
vendor,ALL,codex,controlled,1,9.087852267873533e-06
vendor,ALL,codex,convert,26,0.00023628415896471188
vendor,ALL,codex,copilot,1,9.087852267873533e-06
vendor,ALL,codex,corrupt-empty-objects-backup-r235-$(date,1,9.087852267873533e-06
vendor,ALL,codex,cp,41,0.00037260194298281485
vendor,ALL,codex,crictl,1,9.087852267873533e-06
vendor,ALL,codex,crontab,1,9.087852267873533e-06
vendor,ALL,codex,csvcut,1,9.087852267873533e-06
vendor,ALL,codex,curl,686,0.006234266655761244
vendor,ALL,codex,current=$(rg,9,8.17906704108618e-05
vendor,ALL,codex,cursor-agent,1,9.087852267873533e-06
vendor,ALL,codex,cut,1,9.087852267873533e-06
vendor,ALL,codex,cutoff=2026-07-10T07:00:00Z,2,1.8175704535747066e-05
vendor,ALL,codex,cycle-0002-20260712T201943-0700;,1,9.087852267873533e-06
vendor,ALL,codex,d=$(dirname,2,1.8175704535747066e-05
vendor,ALL,codex,d=$(find,6,5.4527113607241204e-05
vendor,ALL,codex,dash,1,9.087852267873533e-06
vendor,ALL,codex,data,3,2.7263556803620602e-05
vendor,ALL,codex,date,512,0.004652980361151249
vendor,ALL,codex,db=$(find,1,9.087852267873533e-06
vendor,ALL,codex,dd,1,9.087852267873533e-06
vendor,ALL,codex,declare,1,9.087852267873533e-06
vendor,ALL,codex,detex,5,4.5439261339367664e-05
vendor,ALL,codex,df,86,0.0007815552950371239
vendor,ALL,codex,df98b0b9-b883-41ad-a193-92cd8fe62eca.jsonl,3,2.7263556803620602e-05
vendor,ALL,codex,diff,27,0.0002453720112325854
vendor,ALL,codex,dig,2,1.8175704535747066e-05
vendor,ALL,codex,dist,1,9.087852267873533e-06
vendor,ALL,codex,dist;,3,2.7263556803620602e-05
vendor,ALL,codex,dmesg,10,9.087852267873533e-05
vendor,ALL,codex,docker,1841,0.016730736025155176
vendor,ALL,codex,dpkg,2,1.8175704535747066e-05
vendor,ALL,codex,du,202,0.0018357461581104538
vendor,ALL,codex,duckdb,10,9.087852267873533e-05
vendor,ALL,codex,ebpf-ai-agent-policy-enforcement.md,3,2.7263556803620602e-05
vendor,ALL,codex,ebpf-ai-agent-policy-enforcement.zh.md,1,9.087852267873533e-06
vendor,ALL,codex,ebpf_ifc_engine-735f3d1c3b566153,167,0.00151767132873488
vendor,ALL,codex,echo,24,0.00021810845442896481
vendor,ALL,codex,elapsed=%e,3,2.7263556803620602e-05
vendor,ALL,codex,elapsed=%e maxrss=%M,1,9.087852267873533e-06
vendor,ALL,codex,elapsed=%e maxrss_kb=%M,2,1.8175704535747066e-05
vendor,ALL,codex,elapsed=%e rss_kb=%M,1,9.087852267873533e-06
vendor,ALL,codex,elapsed=%e user=%U sys=%S maxrss=%M,4,3.635140907149413e-05
vendor,ALL,codex,eu-unstrip;,1,9.087852267873533e-06
vendor,ALL,codex,eunomia.dev,21,0.0001908448976253442
vendor,ALL,codex,evaluate.py;,1,9.087852267873533e-06
vendor,ALL,codex,evaluation-claims-setup.zh-CN.md;,1,9.087852267873533e-06
vendor,ALL,codex,expect,1,9.087852267873533e-06
vendor,ALL,codex,experiment-001;,4,3.635140907149413e-05
vendor,ALL,codex,experiment-002,1,9.087852267873533e-06
vendor,ALL,codex,experiment-20260719T183118-0700;,6,5.4527113607241204e-05
vendor,ALL,codex,experiment-20260719T220029-0700,1,9.087852267873533e-06
vendor,ALL,codex,experiment-rq1-association-20260715T035503-0700,10,9.087852267873533e-05
vendor,ALL,codex,external,3,2.7263556803620602e-05
vendor,ALL,codex,extract_body(),2,1.8175704535747066e-05
vendor,ALL,codex,extract_calls(),1,9.087852267873533e-06
vendor,ALL,codex,extract_calls_seq(),1,9.087852267873533e-06
vendor,ALL,codex,f=$(find,23,0.00020902060216109128
vendor,ALL,codex,f=$(ls,1,9.087852267873533e-06
vendor,ALL,codex,f=$(rg,3,2.7263556803620602e-05
vendor,ALL,codex,ffmpeg,2,1.8175704535747066e-05
vendor,ALL,codex,ffprobe,1,9.087852267873533e-06
vendor,ALL,codex,file,47,0.0004271290565900561
vendor,ALL,codex,files=$(git,1,9.087852267873533e-06
vendor,ALL,codex,files=(,1,9.087852267873533e-06
vendor,ALL,codex,files=();,3,2.7263556803620602e-05
vendor,ALL,codex,filterdiff,2,1.8175704535747066e-05
vendor,ALL,codex,final-review-fixes-real-agent,1,9.087852267873533e-06
vendor,ALL,codex,final-token-fd-real-agent,1,9.087852267873533e-06
vendor,ALL,codex,find,4531,0.04117705862573498
vendor,ALL,codex,findmnt,1,9.087852267873533e-06
vendor,ALL,codex,first=$(find,1,9.087852267873533e-06
vendor,ALL,codex,fold,1,9.087852267873533e-06
vendor,ALL,codex,for,1273,0.011568835937003008
vendor,ALL,codex,free,4,3.635140907149413e-05
vendor,ALL,codex,full;,5,4.5439261339367664e-05
vendor,ALL,codex,function,6,5.4527113607241204e-05
vendor,ALL,codex,fuser,1,9.087852267873533e-06
vendor,ALL,codex,ga=$(find,1,9.087852267873533e-06
vendor,ALL,codex,geckodriver,1,9.087852267873533e-06
vendor,ALL,codex,gemini,21,0.0001908448976253442
vendor,ALL,codex,gemini-cli-core;,2,1.8175704535747066e-05
vendor,ALL,codex,gemini-real;,1,9.087852267873533e-06
vendor,ALL,codex,getent,1,9.087852267873533e-06
vendor,ALL,codex,gh,2231,0.020274998409625853
vendor,ALL,codex,gio,2,1.8175704535747066e-05
vendor,ALL,codex,git,13331,0.12115015858302207
vendor,ALL,codex,go,37,0.0003362505339113207
vendor,ALL,codex,google-chrome,5,4.5439261339367664e-05
vendor,ALL,codex,grep,68,0.0006179739542154002
vendor,ALL,codex,grok,62,0.000563446840608159
vendor,ALL,codex,gzip,4,3.635140907149413e-05
vendor,ALL,codex,head,247,0.0022446995101647626
vendor,ALL,codex,head=$(git,9,8.17906704108618e-05
vendor,ALL,codex,head_lines=$(git,4,3.635140907149413e-05
vendor,ALL,codex,hf,38,0.00034533838617919425
vendor,ALL,codex,hierarchical-research-state-machine.md,1,9.087852267873533e-06
vendor,ALL,codex,hintbench.json;,5,4.5439261339367664e-05
vendor,ALL,codex,hintbench_val.json;,1,9.087852267873533e-06
vendor,ALL,codex,home,2,1.8175704535747066e-05
vendor,ALL,codex,hp-probe,1,9.087852267873533e-06
vendor,ALL,codex,http-response-filter-fix-20260715-174922;,3,2.7263556803620602e-05
vendor,ALL,codex,i.test(`${x.name},1,9.087852267873533e-06
vendor,ALL,codex,i.test(n)).join(n));,1,9.087852267873533e-06
vendor,ALL,codex,id,21,0.0001908448976253442
vendor,ALL,codex,id;,1,9.087852267873533e-06
vendor,ALL,codex,id=$(sudo,2,1.8175704535747066e-05
vendor,ALL,codex,identify,11,9.996637494660887e-05
vendor,ALL,codex,ids=$(find,3,2.7263556803620602e-05
vendor,ALL,codex,if,105,0.000954224488126721
vendor,ALL,codex,include;,2,1.8175704535747066e-05
vendor,ALL,codex,init_skill.py,1,9.087852267873533e-06
vendor,ALL,codex,inkscape,1,9.087852267873533e-06
vendor,ALL,codex,install,10,9.087852267873533e-05
vendor,ALL,codex,instance_ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5.traj.json,1,9.087852267873533e-06
vendor,ALL,codex,ip,3,2.7263556803620602e-05
vendor,ALL,codex,ippfind,1,9.087852267873533e-06
vendor,ALL,codex,issue_json=$(mktemp);,1,9.087852267873533e-06
vendor,ALL,codex,journalctl,1,9.087852267873533e-06
vendor,ALL,codex,jq,1441,0.013095595118005761
vendor,ALL,codex,k3s,1,9.087852267873533e-06
vendor,ALL,codex,kill,179,0.0016267255559493626
vendor,ALL,codex,kimi,7,6.361496587511473e-05
vendor,ALL,codex,kpsewhich,1,9.087852267873533e-06
vendor,ALL,codex,kubectl,3,2.7263556803620602e-05
vendor,ALL,codex,kubectl;,1,9.087852267873533e-06
vendor,ALL,codex,latest-agent-canary-rerun-20260715-173502,2,1.8175704535747066e-05
vendor,ALL,codex,latest-agent-canary-rerun;,3,2.7263556803620602e-05
vendor,ALL,codex,latest=$(find,34,0.0003089869771077001
vendor,ALL,codex,latest=$(ls,2,1.8175704535747066e-05
vendor,ALL,codex,latest_agent_cli_canary.sh,5,4.5439261339367664e-05
vendor,ALL,codex,latexmk,61,0.0005543589883402855
vendor,ALL,codex,ldconfig,2,1.8175704535747066e-05
vendor,ALL,codex,ldd,5,4.5439261339367664e-05
vendor,ALL,codex,legacy-combined-lite.policy,2,1.8175704535747066e-05
vendor,ALL,codex,legacy-combined-lite.report,1,9.087852267873533e-06
vendor,ALL,codex,legacy-file-combined.policy,1,9.087852267873533e-06
vendor,ALL,codex,legacy-file-rules.policy,1,9.087852267873533e-06
vendor,ALL,codex,legacy-file-suffix.policy,1,9.087852267873533e-06
vendor,ALL,codex,legacy-file-suffix.report,3,2.7263556803620602e-05
vendor,ALL,codex,legacy-network.policy,1,9.087852267873533e-06
vendor,ALL,codex,legacy-network.sh,1,9.087852267873533e-06
vendor,ALL,codex,legacy-worst.policy,1,9.087852267873533e-06
vendor,ALL,codex,let,8,7.270281814298826e-05
vendor,ALL,codex,"let{output,...rest}=await",4,3.635140907149413e-05
vendor,ALL,codex,linux-5.10.260-actplane,11,9.996637494660887e-05
vendor,ALL,codex,litellm,1,9.087852267873533e-06
vendor,ALL,codex,llama-cli,12,0.00010905422721448241
vendor,ALL,codex,llama-completion,2,1.8175704535747066e-05
vendor,ALL,codex,llama-gguf,6,5.4527113607241204e-05
vendor,ALL,codex,llama-server,49,0.00044530476112580316
vendor,ALL,codex,llama-tokenize,1,9.087852267873533e-06
vendor,ALL,codex,llm-agents-study,4,3.635140907149413e-05
vendor,ALL,codex,llvm-nm,1,9.087852267873533e-06
vendor,ALL,codex,llvm-objdump,21,0.0001908448976253442
vendor,ALL,codex,llvm-objdump;,1,9.087852267873533e-06
vendor,ALL,codex,llvm-readelf,1,9.087852267873533e-06
vendor,ALL,codex,ln,5,4.5439261339367664e-05
vendor,ALL,codex,locale,1,9.087852267873533e-06
vendor,ALL,codex,localhost:3000,3,2.7263556803620602e-05
vendor,ALL,codex,log=$(mktemp,3,2.7263556803620602e-05
vendor,ALL,codex,loginctl,1,9.087852267873533e-06
vendor,ALL,codex,loop-001-rq1-r114-current-profile;,2,1.8175704535747066e-05
vendor,ALL,codex,loop-001-rq2-hintbench;,1,9.087852267873533e-06
vendor,ALL,codex,loop-rq2-02,22,0.00019993274989321775
vendor,ALL,codex,loop-rq2-agentnet,4,3.635140907149413e-05
vendor,ALL,codex,loop-rq2-agentprocessbench-wilson;,1,9.087852267873533e-06
vendor,ALL,codex,lpoptions,2,1.8175704535747066e-05
vendor,ALL,codex,lpstat,3,2.7263556803620602e-05
vendor,ALL,codex,ls,846,0.00768832301862101
vendor,ALL,codex,lsattr,1,9.087852267873533e-06
vendor,ALL,codex,lscpu,1,9.087852267873533e-06
vendor,ALL,codex,lsmod,1,9.087852267873533e-06
vendor,ALL,codex,lsof,33,0.0002998991248398266
vendor,ALL,codex,lsusb,4,3.635140907149413e-05
vendor,ALL,codex,lynx,1,9.087852267873533e-06
vendor,ALL,codex,m=$(find,1,9.087852267873533e-06
vendor,ALL,codex,main.pdf,1,9.087852267873533e-06
vendor,ALL,codex,main.tex,1,9.087852267873533e-06
vendor,ALL,codex,make,975,0.008860655961176696
vendor,ALL,codex,man,2,1.8175704535747066e-05
vendor,ALL,codex,master-before-drop-116-119-$(date +%Y%m%d-%H%M%S),1,9.087852267873533e-06
vendor,ALL,codex,matter,2,1.8175704535747066e-05
vendor,ALL,codex,mcp,1,9.087852267873533e-06
vendor,ALL,codex,meta=$(rg,1,9.087852267873533e-06
vendor,ALL,codex,miniswe-Anthropic__Claude-Sonnet-4-20250514-Thinking-add-benchmark-lm-eval-harness-54ac67f0.tar.zst,1,9.087852267873533e-06
vendor,ALL,codex,miniswe-Anthropic__Claude-Sonnet-4-20250514-Thinking-add-benchmark-lm-eval-harness-54ac67f0.tar.zst;,2,1.8175704535747066e-05
