project,vendor,session_id,source_file,source_role_rule,readable,parsed,bytes,sha256,parse_error,native_source_kind,native_source_app,human_bearing_source
agentsight,claude,claude:2ecd6fa9-3d86-4ad2-8367-24466e57efae,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/2ecd6fa9-3d86-4ad2-8367-24466e57efae.jsonl,root,True,True,10985,99243af15f1d8d9a8bf8cd4ed22cbe5c39d106d462f4ee2981b8b074f02a8b48,,unknown,unknown,True
agentsight,claude,claude:2f7b5041-46aa-4858-800e-50d8a37a79a0,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/2f7b5041-46aa-4858-800e-50d8a37a79a0.jsonl,root,True,True,676070,4ff9613a8c91b82f043de3442801c7c604ae3e276de5c129cfdbd7eeed0fc2e2,,unknown,unknown,True
agentsight,claude,claude:2fcb484c-b2bc-43b8-b54e-6f84f93148e8,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/2fcb484c-b2bc-43b8-b54e-6f84f93148e8.jsonl,root,True,True,198947,912b8540774d2de0c47e4a198cc37d066c4835c5eca6f2da15c42c2c5d3c1778,,unknown,unknown,True
agentsight,claude,claude:304fbd2c-976a-4791-894f-2fa166306a4d,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight-research-semantic-flamegraph/304fbd2c-976a-4791-894f-2fa166306a4d.jsonl,root,True,True,305254,ce841354f5ac960bff5cda45a6f39296f733ea173ffc3f219669c5a687df23e2,,unknown,unknown,True
agentsight,claude,claude:34045a98-6cf0-424a-ba47-0a1bd406a26f,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/34045a98-6cf0-424a-ba47-0a1bd406a26f.jsonl,root,True,True,197104,39a330921c00312ea87fdc8d4f65a23c0004bc0e14db7eef51a8f346f1b95d45,,unknown,unknown,True
agentsight,claude,claude:34934785-8ee2-4f9c-be78-794bce7e1361,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/34934785-8ee2-4f9c-be78-794bce7e1361.jsonl,root,True,True,1339396,1e2d913cb563a6b2aa807511425a3bb33992ed74aaa902779e524dfaea640e8e,,unknown,unknown,True
agentsight,claude,claude:36a7f352-4ea4-4325-b202-9e204bfb6b8c,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/36a7f352-4ea4-4325-b202-9e204bfb6b8c.jsonl,root,True,True,189641,acc01d57d6e283ba8bf91806ae1cd8ac7ddf886207805c0ccc35236eb743dfc3,,unknown,unknown,True
agentsight,claude,claude:378f36e6-13b0-454a-9063-6615280ff0a1,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/378f36e6-13b0-454a-9063-6615280ff0a1.jsonl,root,True,True,229341,32a36fceea658a0e6a31260ec6bf3727cf8d1b3b49dfb87f8efcaae40eefa3c8,,unknown,unknown,True
agentsight,claude,claude:38700216-8d1c-4c55-b9ac-fc86fc2c26ec,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/38700216-8d1c-4c55-b9ac-fc86fc2c26ec.jsonl,root,True,True,175324,77407fe9ea1ce19e1350f31b0e8be8b0fa1d8bb631039d6920a9d2122fd1f2dd,,unknown,unknown,True
agentsight,claude,claude:3c7abe4a-95b0-4a78-9c8b-95d794e6bfdb,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/3c7abe4a-95b0-4a78-9c8b-95d794e6bfdb.jsonl,root,True,True,394693,3f2cd285afed9f608b2192a0dd4925e73ed3c1f4549f45b991e54cd0cb897e82,,unknown,unknown,True
agentsight,claude,claude:3e5557cb-4232-45b8-9d22-87696dc6fec1,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/3e5557cb-4232-45b8-9d22-87696dc6fec1.jsonl,root,True,True,287155,d486b62adfd33df3d2bddb79d92a28c4ebce5e02d0a12d715482a1eb9bf4deae,,unknown,unknown,True
agentsight,claude,claude:3f50eea6-deae-4042-a8c4-66a9904e472e,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight-research-semantic-flamegraph/3f50eea6-deae-4042-a8c4-66a9904e472e.jsonl,root,True,True,2726887,c047254a21fcf3e1a7aec1fb9b5bb786b609bc66952911fd112f5bee2b8cfde9,,unknown,unknown,True
agentsight,claude,claude:3ffba9ca-527e-480f-b87b-40e7f1f858cf,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/3ffba9ca-527e-480f-b87b-40e7f1f858cf.jsonl,root,True,True,10836223,05a84f10e1ef86f530dc43b52ee7c7331ac8ef2e93f70e872c7869f074bec1e9,,unknown,unknown,True
agentsight,claude,claude:41428b22-4e8e-48bf-9d5d-dde7c44322ee,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/41428b22-4e8e-48bf-9d5d-dde7c44322ee.jsonl,root,True,True,293226,02fa655115619c4b97f96ff3cf70de49640b799a52cf3711779b06617a274460,,unknown,unknown,True
agentsight,claude,claude:44a5e1eb-348c-45d2-b8da-6c654f2edcd5,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/44a5e1eb-348c-45d2-b8da-6c654f2edcd5.jsonl,root,True,True,239194,83d22c4fae33b40cc6b615711fb91aaf3604a5ff65af66580287a6248a5249cd,,unknown,unknown,True
agentsight,claude,claude:4522c52e-85e9-480f-9765-5223d84a46a5,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/4522c52e-85e9-480f-9765-5223d84a46a5.jsonl,root,True,True,11543,8b6ee0428ff9a8388f9b599da381ba7466f8f543e08facc47b8158baaf49b2da,,unknown,unknown,True
agentsight,claude,claude:46db4cd4-541a-4ac9-80b8-5adaaca37455,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/46db4cd4-541a-4ac9-80b8-5adaaca37455.jsonl,root,True,True,138831,75f3d5754487d0a2762d1ff46caed2f1380cde91978898110430498463c45f67,,unknown,unknown,True
agentsight,claude,claude:470c7a6c-ecc0-4a7c-83b6-a856a5af5cf6,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight-research-semantic-flamegraph/470c7a6c-ecc0-4a7c-83b6-a856a5af5cf6.jsonl,root,True,True,5653317,c0ce8e5f40455ebe2f095acaa0cf423c746a5b5f613773b35713dcb4f67cdd78,,unknown,unknown,True
agentsight,claude,claude:47200b21-6225-457d-8f38-a7657401281f,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/47200b21-6225-457d-8f38-a7657401281f.jsonl,root,True,True,355786,1e6d4ae160094ee3bd2d2854efb0af175bc00597240b56018a391d753170cc0f,,unknown,unknown,True
agentsight,claude,claude:47ce5d28-1fec-4f49-a25a-9b48e6adb869,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/47ce5d28-1fec-4f49-a25a-9b48e6adb869.jsonl,root,True,True,86116,3555cc96bab9fd1cadd31d5e7c1f8be22e26878c9867710048cc23bd6736e448,,unknown,unknown,True
agentsight,claude,claude:49a92eaa-ffe6-4986-954d-561d9d1014e4,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/49a92eaa-ffe6-4986-954d-561d9d1014e4.jsonl,root,True,True,184161,081e3ef223de097700a0f82cc41e2df4db56c3aa542991d1abb64e04feeef74e,,unknown,unknown,True
agentsight,claude,claude:4ce5468f-9521-4bbe-a798-480671586bb2,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/4ce5468f-9521-4bbe-a798-480671586bb2.jsonl,root,True,True,523233,232d6a56f0cacb382f2eef0e4de042a5a0fb72d4bea66489577efd74c07335e9,,unknown,unknown,True
agentsight,claude,claude:53206356-96b1-4ecc-8b6c-c6de60a39649,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/53206356-96b1-4ecc-8b6c-c6de60a39649.jsonl,root,True,True,58126,f8bba3a4c1d2e94197bce869ad1576e85b8f45d465c08f678ded4f32c64d402a,,unknown,unknown,True
agentsight,claude,claude:5757cc5e-80d6-4401-94f4-aac1ed34f986,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/5757cc5e-80d6-4401-94f4-aac1ed34f986.jsonl,root,True,True,120303,3a82de7ed69f1ed0556d851881f695023508a1b4926d1bf9beca5bbf37aaf7be,,unknown,unknown,True
agentsight,claude,claude:5b31399e-776a-4a0f-9010-db897d05e374,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/5b31399e-776a-4a0f-9010-db897d05e374.jsonl,root,True,True,322721,08ef7ff92d8b26e9b07700749ea91bae2cbead85627f551bdb0736ba1d4fff6f,,unknown,unknown,True
agentsight,claude,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight-research-semantic-flamegraph/5ba07bb3-7f75-40aa-a808-47abdf92aacc.jsonl,root,True,True,2279414,3b0dd8c68cd049aef6fc92aaa8af2c39eee68a7290a80d5b1e1ba1821d7eaea0,,unknown,unknown,True
agentsight,claude,claude:5d90d5b7-5492-4b74-96d0-40f1748358ac,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/5d90d5b7-5492-4b74-96d0-40f1748358ac.jsonl,root,True,True,148310,16290f55f712555ee68017e5b609c72c8aa3b80064238893ef47c3fbb4d2fb19,,unknown,unknown,True
agentsight,claude,claude:5db7e4bd-3d95-46c0-8827-40cef1cf9f44,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/5db7e4bd-3d95-46c0-8827-40cef1cf9f44.jsonl,root,True,True,114554,c63fe9e0e116e36a12af74f0dfad20d84290a10426a6a6804b9474d31673d4e3,,unknown,unknown,True
agentsight,claude,claude:5fe659c0-2292-4289-a994-f430779708b6,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/5fe659c0-2292-4289-a994-f430779708b6.jsonl,root,True,True,408394,f23c05eb3f41182e7d154829fbb8d2b842aec68000e0bbb6680c69d1e1ccdaac,,unknown,unknown,True
agentsight,claude,claude:615e32e4-02c6-4d9c-841c-ae169881f7a9,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/615e32e4-02c6-4d9c-841c-ae169881f7a9.jsonl,root,True,True,227954,18e77219d5726381ca601f989fc467a7d4f81406245d6c474dcc793ab493f598,,unknown,unknown,True
agentsight,claude,claude:61b2d272-dd0b-460e-921f-a115fbb81a7c,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/61b2d272-dd0b-460e-921f-a115fbb81a7c.jsonl,root,True,True,215223,77f94aef2237afa5e1c62bee8568cd013579949641bc48e4e9c07339663e18ea,,unknown,unknown,True
agentsight,claude,claude:61f8b3b9-6b31-4b04-b10f-95a7b1b43f10,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/61f8b3b9-6b31-4b04-b10f-95a7b1b43f10.jsonl,root,True,True,407753,4a63ebcf05af38e0092dd2f5abf6f4af12d003aef8fc67625005acb5ade2cbe1,,unknown,unknown,True
agentsight,claude,claude:64208586-89d5-41bf-b984-43b3279bed2d,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/64208586-89d5-41bf-b984-43b3279bed2d.jsonl,root,True,True,11005,781e6062d3aac0ef0666ba55f045c8bd8a08ff57eb95f3137a1a7d65f6ba0656,,unknown,unknown,True
agentsight,claude,claude:6ab099a0-b14f-48ea-b7d2-e992487773b4,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/6ab099a0-b14f-48ea-b7d2-e992487773b4.jsonl,root,True,True,117965,e3e9a1cca7a2c65f2950e57c7ef0c88bcb8335dee3340f229ba4f19a99de61af,,unknown,unknown,True
agentsight,claude,claude:7162b9fe-95ed-4827-a29d-4a2ff6229e07,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/7162b9fe-95ed-4827-a29d-4a2ff6229e07.jsonl,root,True,True,285345,02c204bd4693e12df829f6c9fd684049efb83c1d69310d9adb17f6e1ba681b9f,,unknown,unknown,True
agentsight,claude,claude:71c94652-4203-4f34-9112-bd6393a0be3f,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/71c94652-4203-4f34-9112-bd6393a0be3f.jsonl,root,True,True,225129,6d11ce32e74de4deac3825eab145f1d51075b18e66f5611cd3df810285758212,,unknown,unknown,True
agentsight,claude,claude:72581272-4b2f-4fca-bed7-e2cf69313763,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/72581272-4b2f-4fca-bed7-e2cf69313763.jsonl,root,True,True,177142,76f2f260ff4e8e55999af66f1a05bcdec592d7eb6f4664b8ac85d7f04fc9ae56,,unknown,unknown,True
agentsight,claude,claude:74436578-6b32-4732-905f-d2be55807319,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/74436578-6b32-4732-905f-d2be55807319.jsonl,root,True,True,181743,b3d106617c7e4ed76724322e085bddf343434db8d9471d77472990a75e374bc0,,unknown,unknown,True
agentsight,claude,claude:7479c1f1-334d-4283-bd99-ae2656c399fb,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/7479c1f1-334d-4283-bd99-ae2656c399fb.jsonl,root,True,True,262800,c17a08b68194ee7559e84a6c02bda2d3e87fe311ba74b12a4084b17e33747c31,,unknown,unknown,True
agentsight,claude,claude:78870634-d8bb-48ae-8e24-209fb01702de,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/78870634-d8bb-48ae-8e24-209fb01702de.jsonl,root,True,True,179060,ad3f548e43d6c06ae13b88cf20f81bc90f4534b61927b9d6735ad77ffeee7f8b,,unknown,unknown,True
agentsight,claude,claude:79b13348-1fcc-4533-aa99-91fb92a40e74,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/79b13348-1fcc-4533-aa99-91fb92a40e74.jsonl,root,True,True,61044,cac3566054fea44c73a130476ce2008095b05dae07f82210d5b840c57386fbe7,,unknown,unknown,True
agentsight,claude,claude:7ad7c67d-e6e3-4e64-afa1-4327e4497858,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/7ad7c67d-e6e3-4e64-afa1-4327e4497858.jsonl,root,True,True,997049,007c5d5ec45fdf5968d1dd20ab7a9c0b500ad2f03d50155311bc5be22752ce10,,unknown,unknown,True
agentsight,claude,claude:7e76a9a5-d951-4b65-80ec-fb3b8c23c2dd,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/7e76a9a5-d951-4b65-80ec-fb3b8c23c2dd.jsonl,root,True,True,475671,71edef3cb0fd345d623b87d424d71d6f80ad95e4a9247353bc3bcf351fad5c86,,unknown,unknown,True
agentsight,claude,claude:80d7643a-d02d-4e41-aba8-dfaad02ec9ed,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/80d7643a-d02d-4e41-aba8-dfaad02ec9ed.jsonl,root,True,True,145055,21078c8191ee14fb5db2e1a8991109ad6373f9a6f7c61796e11dfcf58911960b,,unknown,unknown,True
agentsight,claude,claude:81d7b9b6-ad41-4188-a5e7-60929528cfeb,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/81d7b9b6-ad41-4188-a5e7-60929528cfeb.jsonl,root,True,True,11599,8f1b047df4e4fa94b2853af0b10f081ea32585f7c2ae63e34c874f5fdfa9c33f,,unknown,unknown,True
agentsight,claude,claude:82d18bea-3ce9-4343-9736-10dbfe61b603,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight-research-semantic-flamegraph/82d18bea-3ce9-4343-9736-10dbfe61b603.jsonl,root,True,True,665552,d45bdc06bc7b8e73c99b3648cc0f28abd43c00df07b149533f9e6fa3d3d4d268,,unknown,unknown,True
agentsight,claude,claude:836a5458-492e-4510-a424-823362c705bf,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/836a5458-492e-4510-a424-823362c705bf.jsonl,root,True,True,11675,0439ef017644e7da2f761a8a67be34c6cf7ddb954223fe8cc9e885d9926af9da,,unknown,unknown,True
agentsight,claude,claude:878ab9bc-1683-4ae0-bbf3-a32c837fe563,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/878ab9bc-1683-4ae0-bbf3-a32c837fe563.jsonl,root,True,True,1284485,ad8ba54d7393d146792bf902e844466b466b8f0b93d54d9bfefb4ec707f004b1,,unknown,unknown,True
agentsight,claude,claude:8816b1ba-1844-4fab-8e16-b3a2de276423,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/8816b1ba-1844-4fab-8e16-b3a2de276423.jsonl,root,True,True,653244,09edee240015f27a342be5f535b4c722ba2fea7b08c42d4352d6eb9c632f2872,,unknown,unknown,True
agentsight,claude,claude:8cd015b8-f383-4912-9244-bd2abb108091,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/8cd015b8-f383-4912-9244-bd2abb108091.jsonl,root,True,True,300456,0feee386f12972a727f79f1fc9dfcc8125d5e8c88f677c0d73ab0a5d7b51e7b6,,unknown,unknown,True
agentsight,claude,claude:8dd8ee29-df71-4b85-a0b7-5e1b86d4bbcd,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/8dd8ee29-df71-4b85-a0b7-5e1b86d4bbcd.jsonl,root,True,True,152868,2aaa9b3a40d16780f7666f9a36c669c56a45cbcc37c36c3206eb0f1dc7652483,,unknown,unknown,True
agentsight,claude,claude:915736d4-0d80-4499-8787-88941988fc4c,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/915736d4-0d80-4499-8787-88941988fc4c.jsonl,root,True,True,180352,4cf9e2f2a8606968fd727c1b7a33abe2b70b0f27a319546019948cfe6a571431,,unknown,unknown,True
agentsight,claude,claude:9383a21f-9120-41bb-890e-37cca947bd2d,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/9383a21f-9120-41bb-890e-37cca947bd2d.jsonl,root,True,True,101098,ab54b6547d0cdca5c7d0e99c18c4848b72e5c6c48b8fdb6e1aef10fb8d110b17,,unknown,unknown,True
agentsight,claude,claude:94c52fd5-5a57-4584-bf83-a78b4d22068f,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/94c52fd5-5a57-4584-bf83-a78b4d22068f.jsonl,root,True,True,343372,f75d3b0b22f25caea0bcd7784a8941c28f7a42b2954233ad11c9a3e2d2ed8767,,unknown,unknown,True
agentsight,claude,claude:982e9a35-19e8-4318-9e3e-8385d0a22abf,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/982e9a35-19e8-4318-9e3e-8385d0a22abf.jsonl,root,True,True,11549,1964a435519b79107d9f1edc9e98018a01de4431e8a1d83282c1b3d53f350d52,,unknown,unknown,True
agentsight,claude,claude:9904e362-1f91-4170-8bf4-ea0e83fd7949,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/9904e362-1f91-4170-8bf4-ea0e83fd7949.jsonl,root,True,True,183737,2ff2c5cc05b4f861408bddfd3badc42d568da9b2eaceb127110dd6a183571742,,unknown,unknown,True
agentsight,claude,claude:998aaef4-9330-427d-b240-303d8ee32e32,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/998aaef4-9330-427d-b240-303d8ee32e32.jsonl,root,True,True,202676,86c529b0688f27c761f00f1370c6ba4d784ada6257e6c43496529b1c6205c53d,,unknown,unknown,True
agentsight,claude,claude:a3a60c41-d923-474c-935e-01deb5fc2095,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/a3a60c41-d923-474c-935e-01deb5fc2095.jsonl,root,True,True,190407,89f2cf8002e6baaf8a2ba58793dfc4c9b53595c8971818a3b1a4dc22c313a525,,unknown,unknown,True
agentsight,claude,claude:a3aa5bd5-effc-4f66-b606-e0270b90e6c0,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/a3aa5bd5-effc-4f66-b606-e0270b90e6c0.jsonl,root,True,True,335613,f563e4552f31573c8ad454d9d8585154a531fe1fda3eeea3bb1587aaa99aa6c6,,unknown,unknown,True
agentsight,claude,claude:a9906f2b-46b9-4e08-84a2-999ea800a4bf,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/a9906f2b-46b9-4e08-84a2-999ea800a4bf.jsonl,root,True,True,816664,5ea0f708ea1864967c1c93ffad2f2dbf861e83317a4c587ad12a9f25cb5641d9,,unknown,unknown,True
agentsight,claude,claude:aa27b1bd-8e29-4074-a1a7-7b7d4b444620,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/aa27b1bd-8e29-4074-a1a7-7b7d4b444620.jsonl,root,True,True,3387701,cae0959a8ff2e7fbb1a1f597f2ede1b482b256cd5843c096e770338ea69a19a3,,unknown,unknown,True
agentsight,claude,claude:ababd09e-d105-45ee-8703-9809546be0f9,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/ababd09e-d105-45ee-8703-9809546be0f9.jsonl,root,True,True,127492,b41ac4499e2a7d0f2dbbec452188aa244db75cfe57b439181280e783dd377058,,unknown,unknown,True
agentsight,claude,claude:b4476db9-df8e-420c-b488-30cf0a4bf4b4,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/b4476db9-df8e-420c-b488-30cf0a4bf4b4.jsonl,root,True,True,249647,4672562813f7195d651aa3cf9270986612bfa2c8f02af058fe8ef989ca0c0449,,unknown,unknown,True
agentsight,claude,claude:b46d1ef7-d4c4-4727-8f6a-3db7a973dbeb,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/b46d1ef7-d4c4-4727-8f6a-3db7a973dbeb.jsonl,root,True,True,13379,1b5d04fa7ce4e18ef8393e0114255d8c9018f3494c538a5385dad235231a69ba,,unknown,unknown,True
agentsight,claude,claude:b69f7036-2f76-46ce-898d-82959967642f,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/b69f7036-2f76-46ce-898d-82959967642f.jsonl,root,True,True,13144,c0608ac28f0cf02ffdc13f979e0fea938f500db25360d3e9056d2882f4cb1912,,unknown,unknown,True
agentsight,claude,claude:b9521da2-49ca-494d-ba08-8192371d0e18,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/b9521da2-49ca-494d-ba08-8192371d0e18.jsonl,root,True,True,124483,b266ffb378c6cfd696f1af9926165d792609b2939bc4994dfcc3a0f18a665faf,,unknown,unknown,True
agentsight,claude,claude:bd11ab0e-38ac-4f35-93bc-e22ac0d9182b,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/bd11ab0e-38ac-4f35-93bc-e22ac0d9182b.jsonl,root,True,True,153146,240fca8b279457594dc6c1752d85611e5e5c491ff9cf61c620f83880f4723f67,,unknown,unknown,True
agentsight,claude,claude:bee8d813-49ba-4db2-9fc3-92b7d3a3fa8b,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight-collector/bee8d813-49ba-4db2-9fc3-92b7d3a3fa8b.jsonl,root,True,True,11915,bc719cb608624aeb4bc39a69393f8c8f4f37656aefdf3d231d8160179f1ca59a,,unknown,unknown,True
agentsight,claude,claude:c05dad0c-e868-4c47-8cfe-9ba20260eae0,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/c05dad0c-e868-4c47-8cfe-9ba20260eae0.jsonl,root,True,True,683343,d27362b552cd4eb8e1a5ed432a35eded700598776c1bc5d30e3fd23754665e17,,unknown,unknown,True
agentsight,claude,claude:c41e709f-5037-404a-bfbe-a29cf799515a,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight-research-semantic-flamegraph/c41e709f-5037-404a-bfbe-a29cf799515a.jsonl,root,True,True,16266541,b2fbd6a827c4fee4fe8009fe29e21145f5a3ee0cf495350cb2d5c45e8f593e6e,,unknown,unknown,True
agentsight,claude,claude:c48c4381-9806-4ce5-a17d-52b0812a9b96,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/c48c4381-9806-4ce5-a17d-52b0812a9b96.jsonl,root,True,True,384613,025fd43d32c23c45f74243e6f16239308bc26f235f0c35fd5944954af36686cb,,unknown,unknown,True
agentsight,claude,claude:c84b3339-55dc-4e91-8136-b1f5d4da7857,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/c84b3339-55dc-4e91-8136-b1f5d4da7857.jsonl,root,True,True,11571,547e3de755079c0bba1d1cdb485d96c80144b93cc5e7aeae3a1bc6242cc66ce3,,unknown,unknown,True
agentsight,claude,claude:cbe54e68-3d59-4fd7-9a62-f7e8ebe4ad5a,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/cbe54e68-3d59-4fd7-9a62-f7e8ebe4ad5a.jsonl,root,True,True,228982,9c301a9c5cf8d3ce2c6066fdbbec28eff3125cbeae975bae47c19c7e694a24dd,,unknown,unknown,True
agentsight,claude,claude:cbfe18c8-e072-4065-a2be-0fec920cfb39,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight-research-semantic-flamegraph/cbfe18c8-e072-4065-a2be-0fec920cfb39.jsonl,root,True,True,30490,109a8efba4c67c0107767d3accd8e7c5b12607dfa11be118b8d6396637e362ee,,unknown,unknown,True
agentsight,claude,claude:cc380ed1-7def-420b-957a-c8d36a2ea865,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/cc380ed1-7def-420b-957a-c8d36a2ea865.jsonl,root,True,True,397935,abe96f8de8726f97218423ef59c6730acafaac45253fc887b0c780ae8a317305,,unknown,unknown,True
agentsight,claude,claude:cd64eec2-8a08-480b-a372-1d83c79cec75,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/cd64eec2-8a08-480b-a372-1d83c79cec75.jsonl,root,True,True,89537,40810ed39d0116a0c466f10139ca7639ec557b79ee90f59827bab429081d962f,,unknown,unknown,True
agentsight,claude,claude:d38b4cbd-c273-4461-8cc8-dd848d07a0db,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/d38b4cbd-c273-4461-8cc8-dd848d07a0db.jsonl,root,True,True,363512,ad47afc9226e2dda0784d1ced41ee170aea46a9005006204a303a21a30002c04,,unknown,unknown,True
agentsight,claude,claude:d673ad35-b129-4e1e-a3ff-ed71deeedff9,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/d673ad35-b129-4e1e-a3ff-ed71deeedff9.jsonl,root,True,True,11583,62de5b55d83d228879c53920817cb6ae4163855451584a5dfd794c9a67fee385,,unknown,unknown,True
agentsight,claude,claude:dc56343a-fcbd-4b35-bbed-61da1ff7b22d,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/dc56343a-fcbd-4b35-bbed-61da1ff7b22d.jsonl,root,True,True,428779,a006cb297bc5008adabc6c16c9d716ad70d25f08131237660c7beee3140429c9,,unknown,unknown,True
agentsight,claude,claude:deadb9dc-0247-4eb1-a26e-dcf1d5b19f04,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/deadb9dc-0247-4eb1-a26e-dcf1d5b19f04.jsonl,root,True,True,376869,9bdb5f795ffab28f4c3fff7dcedf15cde7f650a12740bc301495d76e6f44ab19,,unknown,unknown,True
agentsight,claude,claude:df98b0b9-b883-41ad-a193-92cd8fe62eca,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight-research-semantic-flamegraph/df98b0b9-b883-41ad-a193-92cd8fe62eca.jsonl,root,True,True,398655,b14454beb356dd5c052b9babc412eb97a2bd5f1680f0faeb0df95047da15a6df,,unknown,unknown,True
agentsight,claude,claude:dfdb7896-3bd5-4b55-8d43-a4a9d169fed8,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-agentsight/dfdb7896-3bd5-4b55-8d43-a4a9d169fed8.jsonl,root,True,True,326021,8fba3912fff0f9d6ca7c5bce73f4b36f4907d01f014e91665b8b499b72a989ac,,unknown,unknown,True
