task,dataset,query_family,policy,target_recall,reached,min_work,groups_inspected,achieved_recall,precision_at_target,f1_at_target,selected_budget,optimization_action,useful_stack_fields,counterpoints
osworld_group_start,osworld-human,human-boundary,operation_stack:query_aware,0.1,True,0.2,13,0.2866,0.2731,0.2797,budget20,Use group-depth or boundary-derived fields for higher recall; action-depth alone fragments starts.,"analysis_task,dataset,app,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; raw_action_or_baseline_stack_beats_mapping; misleading_visible_feature; default_operation_stack_not_best_top5_f1
osworld_group_start,osworld-human,human-boundary,operation_stack:query_aware,0.25,True,0.2,13,0.2866,0.2731,0.2797,budget20,Use group-depth or boundary-derived fields for higher recall; action-depth alone fragments starts.,"analysis_task,dataset,app,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; raw_action_or_baseline_stack_beats_mapping; misleading_visible_feature; default_operation_stack_not_best_top5_f1
osworld_group_start,osworld-human,human-boundary,operation_stack:query_aware,0.5,False,,,0.4516,0.1721,0.2492,,Use group-depth or boundary-derived fields for higher recall; action-depth alone fragments starts.,"analysis_task,dataset,app,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; raw_action_or_baseline_stack_beats_mapping; misleading_visible_feature; default_operation_stack_not_best_top5_f1
osworld_group_start,osworld-human,human-boundary,operation_stack:width,0.1,True,0.1,4,0.1178,0.2244,0.1545,budget10,Use group-depth or boundary-derived fields for higher recall; action-depth alone fragments starts.,"analysis_task,dataset,app,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; raw_action_or_baseline_stack_beats_mapping; misleading_visible_feature; default_operation_stack_not_best_top5_f1
osworld_group_start,osworld-human,human-boundary,operation_stack:width,0.25,True,0.2999,4,0.4241,0.2693,0.3294,budget30,Use group-depth or boundary-derived fields for higher recall; action-depth alone fragments starts.,"analysis_task,dataset,app,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; raw_action_or_baseline_stack_beats_mapping; misleading_visible_feature; default_operation_stack_not_best_top5_f1
osworld_group_start,osworld-human,human-boundary,operation_stack:width,0.5,True,0.4999,7,0.5484,0.209,0.3026,budget50,Use group-depth or boundary-derived fields for higher recall; action-depth alone fragments starts.,"analysis_task,dataset,app,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; raw_action_or_baseline_stack_beats_mapping; misleading_visible_feature; default_operation_stack_not_best_top5_f1
osworld_group_start,osworld-human,human-boundary,raw_action_stack:query_aware,0.1,True,0.1,10,0.1178,0.2244,0.1545,budget10,Use group-depth or boundary-derived fields for higher recall; action-depth alone fragments starts.,"analysis_task,dataset,app,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; raw_action_or_baseline_stack_beats_mapping; misleading_visible_feature; default_operation_stack_not_best_top5_f1
osworld_group_start,osworld-human,human-boundary,raw_action_stack:query_aware,0.25,True,0.2,9,0.3128,0.298,0.3052,budget20,Use group-depth or boundary-derived fields for higher recall; action-depth alone fragments starts.,"analysis_task,dataset,app,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; raw_action_or_baseline_stack_beats_mapping; misleading_visible_feature; default_operation_stack_not_best_top5_f1
osworld_group_start,osworld-human,human-boundary,raw_action_stack:query_aware,0.5,True,0.9459,10,0.9634,0.194,0.3229,top10,Use group-depth or boundary-derived fields for higher recall; action-depth alone fragments starts.,"analysis_task,dataset,app,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; raw_action_or_baseline_stack_beats_mapping; misleading_visible_feature; default_operation_stack_not_best_top5_f1
satraj_unsafe,satraj-os-safety,safety,dataset_native:query_aware,0.1,True,0.098,1,0.5032,0.7452,0.6008,top1,Use environment + phase + action stack fields; prioritize risky environments and write actions.,"analysis_task,dataset,environment,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; misleading_visible_feature
satraj_unsafe,satraj-os-safety,safety,dataset_native:query_aware,0.25,True,0.098,1,0.5032,0.7452,0.6008,top1,Use environment + phase + action stack fields; prioritize risky environments and write actions.,"analysis_task,dataset,environment,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; misleading_visible_feature
satraj_unsafe,satraj-os-safety,safety,dataset_native:query_aware,0.5,True,0.098,1,0.5032,0.7452,0.6008,top1,Use environment + phase + action stack fields; prioritize risky environments and write actions.,"analysis_task,dataset,environment,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; misleading_visible_feature
satraj_unsafe,satraj-os-safety,safety,fixed_session:query_aware,0.1,True,0.0499,25,0.1977,0.5748,0.2943,budget5,Use environment + phase + action stack fields; prioritize risky environments and write actions.,"analysis_task,dataset,environment,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; misleading_visible_feature
satraj_unsafe,satraj-os-safety,safety,fixed_session:query_aware,0.25,True,0.0999,38,0.3569,0.5187,0.4229,budget10,Use environment + phase + action stack fields; prioritize risky environments and write actions.,"analysis_task,dataset,environment,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; misleading_visible_feature
satraj_unsafe,satraj-os-safety,safety,fixed_session:query_aware,0.5,True,0.2,69,0.619,0.4492,0.5206,budget20,Use environment + phase + action stack fields; prioritize risky environments and write actions.,"analysis_task,dataset,environment,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; misleading_visible_feature
satraj_unsafe,satraj-os-safety,safety,flat:width,0.1,True,1.0,1,1.0,0.1452,0.2535,top1,Use environment + phase + action stack fields; prioritize risky environments and write actions.,"analysis_task,dataset,environment,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; misleading_visible_feature
satraj_unsafe,satraj-os-safety,safety,flat:width,0.25,True,1.0,1,1.0,0.1452,0.2535,top1,Use environment + phase + action stack fields; prioritize risky environments and write actions.,"analysis_task,dataset,environment,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; misleading_visible_feature
satraj_unsafe,satraj-os-safety,safety,flat:width,0.5,True,1.0,1,1.0,0.1452,0.2535,top1,Use environment + phase + action stack fields; prioritize risky environments and write actions.,"analysis_task,dataset,environment,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; misleading_visible_feature
satraj_unsafe,satraj-os-safety,safety,operation_stack:query_aware,0.1,True,0.0499,12,0.2637,0.7664,0.3923,budget5,Use environment + phase + action stack fields; prioritize risky environments and write actions.,"analysis_task,dataset,environment,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; misleading_visible_feature
satraj_unsafe,satraj-os-safety,safety,operation_stack:query_aware,0.25,True,0.0499,12,0.2637,0.7664,0.3923,budget5,Use environment + phase + action stack fields; prioritize risky environments and write actions.,"analysis_task,dataset,environment,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; misleading_visible_feature
satraj_unsafe,satraj-os-safety,safety,operation_stack:query_aware,0.5,True,0.2999,60,0.8376,0.4054,0.5464,budget30,Use environment + phase + action stack fields; prioritize risky environments and write actions.,"analysis_task,dataset,environment,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; misleading_visible_feature
satraj_unsafe,satraj-os-safety,safety,operation_stack:width,0.1,True,0.2999,5,0.1125,0.0545,0.0734,budget30,Use environment + phase + action stack fields; prioritize risky environments and write actions.,"analysis_task,dataset,environment,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; misleading_visible_feature
satraj_unsafe,satraj-os-safety,safety,operation_stack:width,0.25,False,,,0.1576,0.035,0.0573,,Use environment + phase + action stack fields; prioritize risky environments and write actions.,"analysis_task,dataset,environment,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; misleading_visible_feature
satraj_unsafe,satraj-os-safety,safety,operation_stack:width,0.5,False,,,0.1576,0.035,0.0573,,Use environment + phase + action stack fields; prioritize risky environments and write actions.,"analysis_task,dataset,environment,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; misleading_visible_feature
satraj_unsafe,satraj-os-safety,safety,raw_action_stack:query_aware,0.1,True,0.0497,12,0.2395,0.6995,0.3569,budget5,Use environment + phase + action stack fields; prioritize risky environments and write actions.,"analysis_task,dataset,environment,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; misleading_visible_feature
satraj_unsafe,satraj-os-safety,safety,raw_action_stack:query_aware,0.25,True,0.0959,13,0.5064,0.7664,0.6099,budget10,Use environment + phase + action stack fields; prioritize risky environments and write actions.,"analysis_task,dataset,environment,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; misleading_visible_feature
satraj_unsafe,satraj-os-safety,safety,raw_action_stack:query_aware,0.5,True,0.0959,13,0.5064,0.7664,0.6099,budget10,Use environment + phase + action stack fields; prioritize risky environments and write actions.,"analysis_task,dataset,environment,phase,action,repeat_signal,status",fixed_session_lower_work_to_first_positive; misleading_visible_feature
